time,depth,latitude,longitude,sst,ssta
UTC,m,degrees_north,degrees_east,degree_C,degree_C
1989-03-01T00:00:00Z,0.0,48.0,-126.0,7.9283853,-0.89509344
1989-03-01T00:00:00Z,0.0,48.0,-124.0,8.075198,-0.82161427
1989-04-01T00:00:00Z,0.0,40.0,-126.0,11.800283,0.24792862
1989-04-01T00:00:00Z,0.0,40.0,-124.0,11.662899,0.3486004
1989-04-01T00:00:00Z,0.0,42.0,-126.0,11.136118,0.13855457
1989-04-01T00:00:00Z,0.0,42.0,-124.0,11.222969,0.30011368
1989-04-01T00:00:00Z,0.0,44.0,-126.0,10.592906,0.037529945
1989-04-01T00:00:00Z,0.0,44.0,-124.0,10.897406,0.24134254
1989-04-01T00:00:00Z,0.0,46.0,-126.0,10.07116,-0.04565239
1989-04-01T00:00:00Z,0.0,46.0,-124.0,10.484916,0.15664387
1989-04-01T00:00:00Z,0.0,48.0,-126.0,9.65146,-0.06016445
1989-04-01T00:00:00Z,0.0,48.0,-124.0,10.049909,0.092638016
1989-05-01T00:00:00Z,0.0,40.0,-126.0,12.707177,0.46334362
1989-05-01T00:00:00Z,0.0,40.0,-124.0,12.321196,0.5997791
1989-05-01T00:00:00Z,0.0,42.0,-126.0,12.3708725,0.4374361
1989-05-01T00:00:00Z,0.0,42.0,-124.0,12.326219,0.61284447
1989-05-01T00:00:00Z,0.0,44.0,-126.0,12.223421,0.42638016
1989-05-01T00:00:00Z,0.0,44.0,-124.0,12.503302,0.63067627
1989-05-01T00:00:00Z,0.0,46.0,-126.0,12.075062,0.47335243
1989-05-01T00:00:00Z,0.0,46.0,-124.0,12.566206,0.6813297
1989-05-01T00:00:00Z,0.0,48.0,-126.0,11.979669,0.6136265
1989-05-01T00:00:00Z,0.0,48.0,-124.0,12.551556,0.7921581
1989-06-01T00:00:00Z,0.0,40.0,-126.0,13.059157,-0.21217537
1989-06-01T00:00:00Z,0.0,40.0,-124.0,12.085726,-0.32766342
1989-06-01T00:00:00Z,0.0,42.0,-126.0,12.959452,-0.25386047
1989-06-01T00:00:00Z,0.0,42.0,-124.0,12.386442,-0.3523922
1989-06-01T00:00:00Z,0.0,44.0,-126.0,13.180551,-0.21261501
1989-06-01T00:00:00Z,0.0,44.0,-124.0,13.038412,-0.26454544
1989-06-01T00:00:00Z,0.0,46.0,-126.0,13.272109,-0.10470295
1989-06-01T00:00:00Z,0.0,46.0,-124.0,13.457104,-0.102458954
1989-06-01T00:00:00Z,0.0,48.0,-126.0,13.165799,0.017028809
1989-06-01T00:00:00Z,0.0,48.0,-124.0,13.527086,0.0376482
1989-07-01T00:00:00Z,0.0,40.0,-126.0,14.559442,0.0025672913
1989-07-01T00:00:00Z,0.0,40.0,-124.0,13.275007,-0.2132225
1989-07-01T00:00:00Z,0.0,42.0,-126.0,14.699058,0.09216213
1989-07-01T00:00:00Z,0.0,42.0,-124.0,13.766684,-0.0954628
1989-07-01T00:00:00Z,0.0,44.0,-126.0,15.224504,0.2817545
1989-07-01T00:00:00Z,0.0,44.0,-124.0,14.737057,0.14603615
1989-07-01T00:00:00Z,0.0,46.0,-126.0,15.432992,0.4668665
1989-07-01T00:00:00Z,0.0,46.0,-124.0,15.301011,0.3895731
1989-07-01T00:00:00Z,0.0,48.0,-126.0,15.152837,0.55669117
1989-07-01T00:00:00Z,0.0,48.0,-124.0,15.225752,0.5025215
1989-08-01T00:00:00Z,0.0,40.0,-126.0,15.337841,-0.24549294
